movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Soldier,1998-10-23,"Action,Drama,Sci-Fi",99.0,Paul W.S. Anderson,"writer,director,producer",1965,alive,6.0,57571.0,4.706811316567399,75000000,14623082,14623082
God's Army,2000-03-10,Drama,108.0,Richard Dutcher,"actor,producer,director",\N,alive,6.2,1124.0,3.072574387545325,300000,2637726,2652515
How High,2001-12-21,"Comedy,Fantasy",93.0,Jesse Dylan,"director,producer,writer",1966,alive,6.2,59274.0,4.88139736809709,12000000,31155435,31222395
Stolen,2012-09-14,"Action,Crime,Thriller",96.0,Simon West,"producer,director,actor",1961,alive,5.5,45487.0,4.208255765566596,35000000,289773,17967746
She's Gotta Have It,1986-08-08,"Comedy,Romance",84.0,Spike Lee,"director,producer,writer",1957,alive,6.8,15074.0,4.681523258944009,175000,7137502,7137502
Bobby Jones: Stroke of Genius,2004-04-30,"Biography,Drama,Romance",123.0,Rowdy Herrington,"director,miscellaneous,writer",1951,alive,6.6,3959.0,3.890722446772724,17000000,2694071,2694071
The Gunman,2015-02-19,"Action,Adventure,Crime",115.0,Pierre Morel,"camera_department,cinematographer,director",1964,alive,5.8,41915.0,4.410088020401961,40000000,10664749,24478613
The Expendables,2010-08-13,"Action,Adventure,Thriller",103.0,Sylvester Stallone,"actor,writer,producer",1946,alive,6.4,349272.0,5.878305994136817,82000000,103068524,268268174
Moonlight Mile,2002-09-27,"Drama,Romance",117.0,Brad Silberling,"producer,director,writer",1963,alive,6.6,14309.0,4.514662948479906,21000000,6830957,6830957
Evan Almighty,2007-06-22,"Comedy,Family,Fantasy",96.0,Tom Shadyac,"producer,director,actor",1958,alive,5.4,149654.0,4.602496044740389,175000000,100289690,174131329
Man on a Ledge,2012-01-27,"Action,Crime,Thriller",102.0,Asger Leth,"writer,director,assistant_director",\N,alive,6.6,154353.0,5.66958103337638,42000000,18620000,49621440
Heavy Metal,1981-08-07,"Adventure,Animation,Fantasy",86.0,-,-,-,-,6.6,36051.0,4.963375607452302,9300000,19571091,19571091
Incredibles 2,2018-06-15,"Action,Adventure,Animation",118.0,Brad Bird,"miscellaneous,writer,director",1957,alive,7.6,301929.0,6.923757977013962,200000000,608581744,1242805359
Monster Trucks,2016-12-29,"Action,Adventure,Comedy",104.0,Chris Wedge,"actor,producer,director",1957,alive,5.6,17687.0,3.897973162808445,125000000,33370166,61642798
Chocolat,2000-12-15,"Drama,Romance",121.0,Lasse Hallström,"director,writer,cinematographer",1946,alive,7.3,194142.0,6.408064303919241,25000000,71309760,152500343
Groundhog Day,1993-02-12,"Comedy,Drama,Fantasy",101.0,Harold Ramis,"writer,actor,producer",1944,2014,8.1,638334.0,7.834117275689788,14600000,71097843,71112677
Your Highness,2011-04-08,"Action,Adventure,Comedy",102.0,David Gordon Green,"producer,director,writer",1975,alive,5.5,102080.0,4.535357137659596,50000000,21596445,26121638
A Haunted House,2013-01-11,"Comedy,Fantasy,Horror",86.0,Michael Tiddes,"director,producer,miscellaneous",\N,alive,5.0,47679.0,3.8310164841582472,2500000,40041683,59922558
A Wrinkle in Time,2018-03-09,"Adventure,Family,Fantasy",109.0,Ava DuVernay,"producer,writer,miscellaneous",1972,alive,4.2,45727.0,3.184043728247498,103000000,100478608,133214549
August,2008-07-11,Drama,88.0,Austin Chick,"director,writer,sound_department",1974,alive,5.3,4239.0,3.125049189488444,3400000,12636,12636
Nighthawks,1981-04-10,"Action,Crime,Thriller",99.0,-,-,-,-,6.3,20380.0,4.467390823788421,5000000,14600000,19600000
Varsity Blues,1999-01-15,"Comedy,Drama,Romance",106.0,Brian Robbins,"producer,actor,writer",1963,alive,6.5,46942.0,5.012419978335468,16000000,52894169,54294169
The Bridges of Madison County,1995-06-02,"Drama,Romance",135.0,Clint Eastwood,"actor,producer,director",1930,alive,7.6,83480.0,6.204896568648658,22000000,71516617,175516617
Space Chimps,2008-07-18,"Adventure,Animation,Comedy",81.0,Kirk DeMicco,"writer,director,animation_department",1969,alive,4.5,11986.0,2.977581698970467,37000000,30105968,67029956
The Big Short,2015-12-11,"Biography,Comedy,Drama",130.0,Adam McKay,"producer,writer,director",1968,alive,7.8,437612.0,7.322423725155556,28000000,70259870,133162752
Red Lights,2012-07-13,"Drama,Fantasy,Mystery",114.0,Rodrigo Cortés,"director,editor,writer",1973,alive,6.2,62728.0,4.907233291296272,17700000,49521,14518884
The Lego Batman Movie,2017-02-02,"Action,Adventure,Animation",104.0,Chris McKay,"director,producer,editor",1973,alive,7.3,155229.0,6.2879216623238365,80000000,175750384,310563096
The Ballad of Jack and Rose,2005-03-25,Drama,112.0,Rebecca Miller,"actress,writer,director",1962,alive,6.5,11810.0,4.352467535372687,1500000,712294,1126258
Panic,2000-12-01,"Comedy,Crime,Drama",88.0,Henry Bromell,"producer,writer,miscellaneous",1947,2013,6.7,8723.0,4.341089257147536,1000000,779137,1425707
The Guard,2011-07-29,"Comedy,Crime,Thriller",96.0,John Michael McDonagh,"writer,director,producer",1967,alive,7.3,90382.0,5.997428704148585,6000000,5359774,21197454
A Most Violent Year,2014-12-31,"Action,Crime,Drama",125.0,J.C. Chandor,"producer,director,writer",\N,alive,7.0,73894.0,5.641808281870127,20000000,5749134,8869722
The Fugitive,1993-08-06,"Action,Crime,Drama",130.0,Andrew Davis,"director,cinematographer,producer",1946,alive,7.8,299205.0,7.10423022698249,44000000,183875760,353715317
Home,2015-03-19,"Adventure,Animation,Comedy",94.0,Tim Johnson,"director,producer,miscellaneous",\N,alive,6.6,104437.0,5.479879129127653,130000000,177397510,385997896
Zoolander,2001-09-28,Comedy,90.0,Ben Stiller,"producer,actor,director",1965,alive,6.5,276689.0,5.860805499420789,28000000,45172250,60780981
That Awkward Moment,2014-01-31,"Comedy,Romance",94.0,Tom Gormican,"writer,producer,director",\N,alive,6.1,104569.0,5.055316633983007,8000000,26068955,53068955
Deuce Bigalow: Male Gigolo,1999-12-10,"Comedy,Romance",88.0,Mike Mitchell,"miscellaneous,writer,director",1970,alive,5.7,76640.0,4.584863437562354,18000000,65535067,92935067
Sicario: Day of the Soldado,2018-06-25,"Action,Crime,Drama",122.0,Stefano Sollima,"director,writer,assistant_director",1966,alive,7.0,151719.0,6.0123169803788485,35000000,50065850,76346094
First Knight,1995-07-07,"Action,Adventure,Drama",134.0,Jerry Zucker,"producer,writer,director",1950,alive,6.0,74909.0,4.823025423118316,75000000,37361412,127361412
Cocktail,1988-07-29,"Comedy,Drama,Romance",104.0,Roger Donaldson,"director,producer,writer",1945,alive,5.9,87332.0,4.807053020171282,20000000,78222753,78222753
The Blair Witch Project,1999-07-14,"Horror,Mystery",81.0,-,-,-,-,6.5,266206.0,5.842334179657389,600000,140539099,248300000
Moon,2009-06-12,"Drama,Mystery,Sci-Fi",97.0,Duncan Jones,"director,writer,producer",1971,alive,7.8,362740.0,7.214736157759868,5000000,5010163,10676073
Manchester by the Sea,2016-11-17,Drama,137.0,Kenneth Lonergan,"writer,actor,director",1962,alive,7.8,287419.0,7.081166977374278,8500000,47695371,77733867
Code Name: The Cleaner,2007-01-05,"Action,Comedy,Crime",84.0,Les Mayfield,"producer,director,camera_department",\N,alive,4.6,11885.0,3.043815718295513,20000000,8135024,8135024
Papillon,1973-12-16,"Biography,Crime,Drama",151.0,Franklin J. Schaffner,"director,producer,actor",1920,1989,8.0,132395.0,6.809860987266272,13500000,53267000,53292989
How the Grinch Stole Christmas,2000-11-17,"Comedy,Family,Fantasy",104.0,Ron Howard,"producer,actor,writer",1954,alive,6.3,265976.0,5.658113124281275,123000000,260348825,345445403
Suspect Zero,2004-08-27,"Crime,Horror,Mystery",99.0,E. Elias Merhige,"director,writer,producer",1964,alive,5.8,19949.0,4.093251909787422,27000000,8712564,8723600
